,initial state,transition rate,measurement rate,simulation time,total measurements,total jumps,finded
0,0.0,0.1,0.5,148.9813647200981,76.0,8.0,1.0
1,0.0,0.1,0.5,54.28999775127153,29.0,6.0,1.0
2,0.0,0.1,0.5,173.03279272191824,93.0,10.0,1.0
3,0.0,0.1,0.5,345.6624058212851,161.0,21.0,1.0
4,0.0,0.1,0.5,197.53837042490167,91.0,16.0,1.0
5,0.0,0.1,0.5,75.70916341406058,38.0,4.0,1.0
6,0.0,0.1,0.5,46.60832864475005,21.0,5.0,1.0
7,0.0,0.1,0.5,158.70303492853094,85.0,13.0,1.0
8,0.0,0.1,0.5,201.28941339558838,89.0,20.0,1.0
9,0.0,0.1,0.5,159.23816110477762,84.0,8.0,1.0
10,0.0,0.1,0.5,347.31644753781774,144.0,28.0,1.0
11,0.0,0.1,0.5,1278.3269672870242,610.0,98.0,1.0
12,0.0,0.1,0.5,30.284341083793898,16.0,3.0,1.0
13,0.0,0.1,0.5,122.18494240625725,52.0,11.0,1.0
14,0.0,0.1,0.5,36.20949980237546,12.0,3.0,1.0
15,0.0,0.1,0.5,80.95386292192362,36.0,9.0,1.0
16,0.0,0.1,0.5,536.4609643908029,268.0,33.0,1.0
17,0.0,0.1,0.5,213.43581566403998,93.0,20.0,1.0
18,0.0,0.1,0.5,123.76035416719557,58.0,10.0,1.0
19,0.0,0.1,0.5,24.24398481230166,13.0,3.0,1.0
20,0.0,0.1,0.5,49.654439678780854,17.0,2.0,1.0
21,0.0,0.1,0.5,386.0551623430732,186.0,28.0,1.0
22,0.0,0.1,0.5,278.40282905895566,138.0,17.0,1.0
23,0.0,0.1,0.5,102.49888638754211,44.0,8.0,1.0
24,0.0,0.1,0.5,292.10556278255984,147.0,21.0,1.0
25,0.0,0.1,0.5,299.16861328234785,152.0,27.0,1.0
26,0.0,0.1,0.5,133.09697321396786,64.0,9.0,1.0
27,0.0,0.1,0.5,212.98165718583175,112.0,18.0,1.0
28,0.0,0.1,0.5,69.35759181891153,31.0,4.0,1.0
29,0.0,0.1,0.5,187.047523277463,107.0,17.0,1.0
30,0.0,0.1,0.5,109.97228433910863,45.0,5.0,1.0
31,0.0,0.1,0.5,360.0528497168833,193.0,27.0,1.0
32,0.0,0.1,0.5,36.46524348012345,16.0,3.0,1.0
33,0.0,0.1,0.5,204.04618635411245,119.0,15.0,1.0
34,0.0,0.1,0.5,73.49318268048539,27.0,6.0,1.0
35,0.0,0.1,0.5,149.46020225117633,65.0,13.0,1.0
36,0.0,0.1,0.5,380.133675375627,188.0,26.0,1.0
37,0.0,0.1,0.5,108.52315122416447,40.0,9.0,1.0
38,0.0,0.1,0.5,248.58573367232617,123.0,16.0,1.0
39,0.0,0.1,0.5,205.67223850979724,103.0,12.0,1.0
40,0.0,0.1,0.5,39.20934558489704,19.0,4.0,1.0
41,0.0,0.1,0.5,217.41279500741646,117.0,17.0,1.0
42,0.0,0.1,0.5,70.38151652750638,35.0,6.0,1.0
43,0.0,0.1,0.5,54.87978696850256,22.0,4.0,1.0
44,0.0,0.1,0.5,199.68673381405125,101.0,11.0,1.0
45,0.0,0.1,0.5,431.8004216197595,238.0,31.0,1.0
46,0.0,0.1,0.5,156.84467912454815,101.0,7.0,1.0
47,0.0,0.1,0.5,349.02638095362715,187.0,25.0,1.0
48,0.0,0.1,0.5,261.7599852455607,150.0,13.0,1.0
49,0.0,0.1,0.5,97.93678254583408,50.0,10.0,1.0
50,0.0,0.1,0.5,89.01880486298258,38.0,6.0,1.0
51,0.0,0.1,0.5,96.20891544004853,35.0,7.0,1.0
52,0.0,0.1,0.5,198.305820616006,108.0,22.0,1.0
53,0.0,0.1,0.5,79.30546666480168,46.0,11.0,1.0
54,0.0,0.1,0.5,191.0096460811384,95.0,18.0,1.0
55,0.0,0.1,0.5,56.56331854073813,27.0,3.0,1.0
56,0.0,0.1,0.5,395.5836981089243,172.0,34.0,1.0
57,0.0,0.1,0.5,77.77850459928072,46.0,7.0,1.0
58,0.0,0.1,0.5,160.04435548767955,81.0,8.0,1.0
59,0.0,0.1,0.5,245.12744027570727,127.0,16.0,1.0
60,0.0,0.1,0.5,66.67831842533164,32.0,8.0,1.0
61,0.0,0.1,0.5,55.16277181301474,28.0,5.0,1.0
62,0.0,0.1,0.5,470.1660907736806,272.0,36.0,1.0
63,0.0,0.1,0.5,220.47791655119963,118.0,11.0,1.0
64,0.0,0.1,0.5,38.777213689705086,11.0,3.0,1.0
65,0.0,0.1,0.5,173.25916573244814,90.0,13.0,1.0
66,0.0,0.1,0.5,112.94122994983167,47.0,10.0,1.0
67,0.0,0.1,0.5,89.74850552091348,32.0,9.0,1.0
68,0.0,0.1,0.5,213.35916978585584,112.0,18.0,1.0
69,0.0,0.1,0.5,340.05921109572114,154.0,26.0,1.0
70,0.0,0.1,0.5,99.70898064608753,57.0,10.0,1.0
71,0.0,0.1,0.5,181.4088147401367,87.0,16.0,1.0
72,0.0,0.1,0.5,304.70515253345195,150.0,25.0,1.0
73,0.0,0.1,0.5,121.84597842776287,57.0,9.0,1.0
74,0.0,0.1,0.5,116.93198475479446,42.0,12.0,1.0
75,0.0,0.1,0.5,295.3704257839087,145.0,23.0,1.0
76,0.0,0.1,0.5,181.1303135304069,86.0,10.0,1.0
77,0.0,0.1,0.5,222.1995726437686,102.0,20.0,1.0
78,0.0,0.1,0.5,235.71086220027985,133.0,21.0,1.0
79,0.0,0.1,0.5,218.5535500186633,95.0,17.0,1.0
80,0.0,0.1,0.5,46.91791335689002,16.0,4.0,1.0
81,0.0,0.1,0.5,169.70478798290947,81.0,14.0,1.0
82,0.0,0.1,0.5,258.3241876725919,133.0,16.0,1.0
83,0.0,0.1,0.5,90.9202426853033,30.0,11.0,1.0
84,0.0,0.1,0.5,322.10599704181266,149.0,16.0,1.0
85,0.0,0.1,0.5,312.7403042503544,149.0,25.0,1.0
86,0.0,0.1,0.5,90.40134013769516,50.0,6.0,1.0
87,0.0,0.1,0.5,129.48868783926017,60.0,9.0,1.0
88,0.0,0.1,0.5,107.63618064906353,57.0,8.0,1.0
89,0.0,0.1,0.5,133.10284827885602,67.0,11.0,1.0
90,0.0,0.1,0.5,40.21878195384102,13.0,4.0,1.0
91,0.0,0.1,0.5,171.75140886298104,76.0,13.0,1.0
92,0.0,0.1,0.5,53.23285867455503,26.0,6.0,1.0
93,0.0,0.1,0.5,134.19920223406993,64.0,7.0,1.0
94,0.0,0.1,0.5,72.53778904753706,35.0,4.0,1.0
95,0.0,0.1,0.5,56.93678040931354,28.0,6.0,1.0
96,0.0,0.1,0.5,185.13918358738664,88.0,13.0,1.0
97,0.0,0.1,0.5,60.19864307838246,21.0,8.0,1.0
98,0.0,0.1,0.5,97.19728881070004,49.0,10.0,1.0
99,0.0,0.1,0.5,219.15836965287443,111.0,16.0,1.0
100,0.0,0.1,0.5,761.7246415079445,389.0,43.0,1.0
101,0.0,0.1,0.5,176.86491104484224,84.0,16.0,1.0
102,0.0,0.1,0.5,75.36841909552828,27.0,8.0,1.0
103,0.0,0.1,0.5,113.24267982997276,56.0,10.0,1.0
104,0.0,0.1,0.5,145.46340391451008,67.0,11.0,1.0
105,0.0,0.1,0.5,109.15493875401195,49.0,9.0,1.0
106,0.0,0.1,0.5,189.3055685148277,84.0,15.0,1.0
107,0.0,0.1,0.5,239.29919641454995,115.0,17.0,1.0
108,0.0,0.1,0.5,25.793768593646007,17.0,3.0,1.0
109,0.0,0.1,0.5,224.10723650803317,102.0,10.0,1.0
110,0.0,0.1,0.5,29.467188094297736,11.0,5.0,1.0
111,0.0,0.1,0.5,137.09667886613104,65.0,10.0,1.0
112,0.0,0.1,0.5,139.2091432603765,82.0,11.0,1.0
113,0.0,0.1,0.5,154.6036192401249,77.0,10.0,1.0
114,0.0,0.1,0.5,475.55635964194283,209.0,37.0,1.0
115,0.0,0.1,0.5,422.97841876624176,214.0,30.0,1.0
116,0.0,0.1,0.5,158.1242589723222,84.0,12.0,1.0
117,0.0,0.1,0.5,258.89220555264797,140.0,21.0,1.0
118,0.0,0.1,0.5,136.85408848153546,68.0,8.0,1.0
119,0.0,0.1,0.5,139.67222464692256,64.0,10.0,1.0
120,0.0,0.1,0.5,167.92522914922617,80.0,14.0,1.0
121,0.0,0.1,0.5,251.03912899133576,141.0,23.0,1.0
122,0.0,0.1,0.5,114.38049798603683,61.0,10.0,1.0
123,0.0,0.1,0.5,468.8351644651747,211.0,41.0,1.0
124,0.0,0.1,0.5,22.587341280858173,11.0,5.0,1.0
125,0.0,0.1,0.5,250.1114217883785,113.0,18.0,1.0
126,0.0,0.1,0.5,55.9667811350827,23.0,8.0,1.0
127,0.0,0.1,0.5,154.10386704276854,79.0,10.0,1.0
128,0.0,0.1,0.5,275.24777593567626,152.0,21.0,1.0
129,0.0,0.1,0.5,295.8316005470889,189.0,22.0,1.0
130,0.0,0.1,0.5,168.25114680143494,92.0,13.0,1.0
131,0.0,0.1,0.5,31.39230088475258,7.0,1.0,1.0
132,0.0,0.1,0.5,219.30366077189646,102.0,15.0,1.0
133,0.0,0.1,0.5,55.70803640803816,21.0,5.0,1.0
134,0.0,0.1,0.5,163.58693895200264,78.0,11.0,1.0
135,0.0,0.1,0.5,39.17355166192031,25.0,4.0,1.0
136,0.0,0.1,0.5,26.07169573152998,19.0,4.0,1.0
137,0.0,0.1,0.5,102.22091739563183,39.0,7.0,1.0
138,0.0,0.1,0.5,169.78609714638228,83.0,15.0,1.0
139,0.0,0.1,0.5,41.73034110184166,22.0,4.0,1.0
140,0.0,0.1,0.5,203.53971844507538,102.0,12.0,1.0
141,0.0,0.1,0.5,153.06129294458273,63.0,13.0,1.0
142,0.0,0.1,0.5,68.2120418509657,35.0,4.0,1.0
143,0.0,0.1,0.5,214.38696136665905,95.0,20.0,1.0
144,0.0,0.1,0.5,177.02589177768382,97.0,9.0,1.0
145,0.0,0.1,0.5,138.05607318618866,65.0,10.0,1.0
146,0.0,0.1,0.5,156.73004745877583,85.0,8.0,1.0
147,0.0,0.1,0.5,513.9508286224892,247.0,42.0,1.0
148,0.0,0.1,0.5,103.76310209844772,45.0,6.0,1.0
149,0.0,0.1,0.5,183.29666017647864,96.0,14.0,1.0
150,0.0,0.1,0.5,146.21560393933873,79.0,6.0,1.0
151,0.0,0.1,0.5,291.4623538945816,153.0,18.0,1.0
152,0.0,0.1,0.5,77.01002648632429,47.0,3.0,1.0
153,0.0,0.1,0.5,164.1814083775132,70.0,16.0,1.0
154,0.0,0.1,0.5,107.13655583711048,60.0,8.0,1.0
155,0.0,0.1,0.5,270.0638974812904,121.0,24.0,1.0
156,0.0,0.1,0.5,154.58232125879064,76.0,13.0,1.0
157,0.0,0.1,0.5,254.20878476834025,128.0,19.0,1.0
158,0.0,0.1,0.5,411.2414813998984,204.0,28.0,1.0
159,0.0,0.1,0.5,517.6911326950615,260.0,39.0,1.0
160,0.0,0.1,0.5,126.66597284943876,73.0,11.0,1.0
161,0.0,0.1,0.5,372.7987379378901,174.0,25.0,1.0
162,0.0,0.1,0.5,35.75092871366237,18.0,3.0,1.0
163,0.0,0.1,0.5,66.32482119010211,30.0,5.0,1.0
164,0.0,0.1,0.5,66.78686129346657,29.0,1.0,1.0
165,0.0,0.1,0.5,97.53358313330772,35.0,5.0,1.0
166,0.0,0.1,0.5,75.17796075104741,50.0,3.0,1.0
167,0.0,0.1,0.5,66.3611579307488,37.0,6.0,1.0
168,0.0,0.1,0.5,141.29952848463387,70.0,11.0,1.0
169,0.0,0.1,0.5,104.32678756781179,63.0,11.0,1.0
170,0.0,0.1,0.5,52.84617301796432,22.0,4.0,1.0
171,0.0,0.1,0.5,36.294005389235835,25.0,4.0,1.0
172,0.0,0.1,0.5,151.00269130220983,69.0,16.0,1.0
173,0.0,0.1,0.5,292.9302703036675,132.0,22.0,1.0
174,0.0,0.1,0.5,175.16205089194574,92.0,17.0,1.0
175,0.0,0.1,0.5,47.53250829835792,21.0,4.0,1.0
176,0.0,0.1,0.5,43.88873053368169,24.0,5.0,1.0
177,0.0,0.1,0.5,36.92249646156351,19.0,4.0,1.0
178,0.0,0.1,0.5,253.1553574442008,129.0,15.0,1.0
179,0.0,0.1,0.5,40.553556738196484,21.0,2.0,1.0
180,0.0,0.1,0.5,40.47547878146523,11.0,4.0,1.0
181,0.0,0.1,0.5,274.82438484330515,128.0,20.0,1.0
182,0.0,0.1,0.5,135.38566712193952,70.0,9.0,1.0
183,0.0,0.1,0.5,89.31164612058951,53.0,8.0,1.0
184,0.0,0.1,0.5,60.24657243311965,35.0,5.0,1.0
185,0.0,0.1,0.5,204.199326442602,97.0,17.0,1.0
186,0.0,0.1,0.5,142.30279280398943,61.0,17.0,1.0
187,0.0,0.1,0.5,415.07942039898415,189.0,33.0,1.0
188,0.0,0.1,0.5,238.1853556832918,120.0,23.0,1.0
189,0.0,0.1,0.5,88.65113483057287,39.0,5.0,1.0
190,0.0,0.1,0.5,24.531405251748996,10.0,3.0,1.0
191,0.0,0.1,0.5,55.58468423492077,26.0,6.0,1.0
192,0.0,0.1,0.5,152.02974703680087,72.0,11.0,1.0
193,0.0,0.1,0.5,52.46397942218247,22.0,5.0,1.0
194,0.0,0.1,0.5,66.10604956084042,31.0,3.0,1.0
195,0.0,0.1,0.5,95.55874333573087,33.0,4.0,1.0
196,0.0,0.1,0.5,208.32355573162943,100.0,9.0,1.0
197,0.0,0.1,0.5,53.47638359547323,28.0,3.0,1.0
198,0.0,0.1,0.5,48.185824082895905,26.0,4.0,1.0
199,0.0,0.1,0.5,69.46437259436003,38.0,5.0,1.0
200,0.0,0.1,0.5,73.95879280480676,47.0,6.0,1.0
201,0.0,0.1,0.5,480.33673570562274,247.0,40.0,1.0
202,0.0,0.1,0.5,64.29856364414536,21.0,8.0,1.0
203,0.0,0.1,0.5,506.25907665842186,263.0,34.0,1.0
204,0.0,0.1,0.5,107.55805716472635,50.0,11.0,1.0
205,0.0,0.1,0.5,469.3796514781137,243.0,40.0,1.0
206,0.0,0.1,0.5,446.47651287246316,213.0,36.0,1.0
207,0.0,0.1,0.5,90.20467125302898,36.0,11.0,1.0
208,0.0,0.1,0.5,167.77168654062825,77.0,5.0,1.0
209,0.0,0.1,0.5,493.09457197440486,262.0,41.0,1.0
210,0.0,0.1,0.5,589.1463410231153,263.0,46.0,1.0
211,0.0,0.1,0.5,577.2422503253691,278.0,45.0,1.0
212,0.0,0.1,0.5,323.1196489015572,161.0,23.0,1.0
213,0.0,0.1,0.5,85.70929125891583,47.0,7.0,1.0
214,0.0,0.1,0.5,300.43444988644904,134.0,25.0,1.0
215,0.0,0.1,0.5,63.39615618735457,34.0,5.0,1.0
216,0.0,0.1,0.5,241.81256042167917,113.0,18.0,1.0
217,0.0,0.1,0.5,185.29848195341611,75.0,10.0,1.0
218,0.0,0.1,0.5,48.772349788251674,17.0,3.0,1.0
219,0.0,0.1,0.5,680.1852168481795,377.0,48.0,1.0
220,0.0,0.1,0.5,398.164500102547,180.0,29.0,1.0
221,0.0,0.1,0.5,186.58934252206285,99.0,19.0,1.0
222,0.0,0.1,0.5,73.62518898908621,29.0,9.0,1.0
223,0.0,0.1,0.5,54.88150142300321,18.0,5.0,1.0
224,0.0,0.1,0.5,47.738174356508885,22.0,3.0,1.0
225,0.0,0.1,0.5,703.9725862449745,339.0,46.0,1.0
226,0.0,0.1,0.5,105.85004027640991,55.0,14.0,1.0
227,0.0,0.1,0.5,51.12145410913587,25.0,2.0,1.0
228,0.0,0.1,0.5,77.52807787024734,40.0,5.0,1.0
229,0.0,0.1,0.5,208.9306913257146,102.0,16.0,1.0
230,0.0,0.1,0.5,194.92057412043744,88.0,12.0,1.0
231,0.0,0.1,0.5,88.36780593367475,44.0,7.0,1.0
232,0.0,0.1,0.5,113.91806256730565,66.0,6.0,1.0
233,0.0,0.1,0.5,159.5273288960375,75.0,11.0,1.0
234,0.0,0.1,0.5,99.99722320981141,53.0,8.0,1.0
235,0.0,0.1,0.5,46.94212313982344,24.0,4.0,1.0
236,0.0,0.1,0.5,112.65248805658075,60.0,14.0,1.0
237,0.0,0.1,0.5,137.10301142403299,66.0,13.0,1.0
238,0.0,0.1,0.5,106.7112744060598,53.0,8.0,1.0
239,0.0,0.1,0.5,66.06974730658956,29.0,4.0,1.0
240,0.0,0.1,0.5,935.3576802969626,511.0,64.0,1.0
241,0.0,0.1,0.5,128.10965851761927,64.0,7.0,1.0
242,0.0,0.1,0.5,43.21177901517137,20.0,6.0,1.0
243,0.0,0.1,0.5,113.84263754259092,59.0,7.0,1.0
244,0.0,0.1,0.5,253.12454415869064,124.0,14.0,1.0
245,0.0,0.1,0.5,103.13105382799033,55.0,8.0,1.0
246,0.0,0.1,0.5,116.65295418848626,59.0,10.0,1.0
247,0.0,0.1,0.5,274.6946077874335,136.0,23.0,1.0
248,0.0,0.1,0.5,111.90120602841498,49.0,10.0,1.0
249,0.0,0.1,0.5,347.40844535765615,163.0,32.0,1.0
250,0.0,0.1,0.5,85.34232539489273,53.0,8.0,1.0
251,0.0,0.1,0.5,70.16013063882696,36.0,4.0,1.0
252,0.0,0.1,0.5,78.02928596573592,27.0,10.0,1.0
