,initial state,transition rate,measurement rate,simulation time,total measurements,total jumps,finded
0,0.0,0.1,0.5,18.39823840243207,11.0,2.0,1.0
1,0.0,0.1,0.5,121.60104003970243,62.0,2.0,1.0
2,0.0,0.1,0.5,211.91670384241465,110.0,2.0,1.0
3,0.0,0.1,0.5,695.1034221729054,337.0,2.0,1.0
4,0.0,0.1,0.5,16.18868833787271,8.0,2.0,1.0
5,0.0,0.1,0.5,15.88699991776782,11.0,2.0,1.0
6,0.0,0.1,0.5,165.74306306552955,83.0,2.0,1.0
7,0.0,0.1,0.5,46.019532536867864,26.0,2.0,1.0
8,0.0,0.1,0.5,31.72502264817599,14.0,2.0,1.0
9,0.0,0.1,0.5,243.5631160619619,135.0,2.0,1.0
10,0.0,0.1,0.5,12.697814009132538,7.0,2.0,1.0
11,0.0,0.1,0.5,19.130289292802654,13.0,2.0,1.0
12,0.0,0.1,0.5,18.06803039182915,8.0,2.0,1.0
13,0.0,0.1,0.5,101.15895082906836,42.0,2.0,1.0
14,0.0,0.1,0.5,325.0468877270925,162.0,2.0,1.0
15,0.0,0.1,0.5,243.99616179655177,123.0,2.0,1.0
16,0.0,0.1,0.5,24.00390861358234,8.0,2.0,1.0
17,0.0,0.1,0.5,64.353067095696,30.0,2.0,1.0
18,0.0,0.1,0.5,40.93967286439565,18.0,2.0,1.0
19,0.0,0.1,0.5,106.4812359045729,49.0,2.0,1.0
20,0.0,0.1,0.5,15.202850688286595,6.0,2.0,1.0
21,0.0,0.1,0.5,16.42063092501692,5.0,2.0,1.0
22,0.0,0.1,0.5,29.110726526604207,8.0,2.0,1.0
23,0.0,0.1,0.5,241.75825375029933,109.0,2.0,1.0
24,0.0,0.1,0.5,146.16915577860271,77.0,2.0,1.0
25,0.0,0.1,0.5,15.870589106495164,10.0,2.0,1.0
26,0.0,0.1,0.5,198.48459411285097,97.0,2.0,1.0
27,0.0,0.1,0.5,29.278135149281365,15.0,2.0,1.0
28,0.0,0.1,0.5,232.63988864763834,114.0,2.0,1.0
29,0.0,0.1,0.5,57.7761056595085,26.0,2.0,1.0
30,0.0,0.1,0.5,21.900628899712736,14.0,2.0,1.0
31,0.0,0.1,0.5,81.83225628945561,50.0,2.0,1.0
32,0.0,0.1,0.5,227.66202816537734,123.0,2.0,1.0
33,0.0,0.1,0.5,113.07966057576898,50.0,2.0,1.0
34,0.0,0.1,0.5,35.24018276896593,8.0,2.0,1.0
35,0.0,0.1,0.5,203.5076824680592,105.0,2.0,1.0
36,0.0,0.1,0.5,65.0338678714412,31.0,2.0,1.0
37,0.0,0.1,0.5,37.98038005818244,17.0,2.0,1.0
38,0.0,0.1,0.5,32.98106657497722,18.0,2.0,1.0
39,0.0,0.1,0.5,140.71090831051222,68.0,2.0,1.0
40,0.0,0.1,0.5,309.2483571660142,175.0,2.0,1.0
41,0.0,0.1,0.5,159.43907099388957,88.0,2.0,1.0
42,0.0,0.1,0.5,32.82998892484419,16.0,2.0,1.0
43,0.0,0.1,0.5,195.93119593673433,87.0,2.0,1.0
44,0.0,0.1,0.5,832.7571539429947,420.0,2.0,1.0
45,0.0,0.1,0.5,60.08806910895715,26.0,2.0,1.0
46,0.0,0.1,0.5,72.42006730908759,37.0,2.0,1.0
47,0.0,0.1,0.5,274.20863332298063,120.0,2.0,1.0
48,0.0,0.1,0.5,17.383520740749805,12.0,2.0,1.0
49,0.0,0.1,0.5,16.967923833787907,5.0,2.0,1.0
50,0.0,0.1,0.5,109.68760552133718,64.0,2.0,1.0
51,0.0,0.1,0.5,33.344058562932226,12.0,2.0,1.0
52,0.0,0.1,0.5,45.95225129435767,15.0,2.0,1.0
53,0.0,0.1,0.5,162.41110713588668,85.0,2.0,1.0
54,0.0,0.1,0.5,25.307565956927654,13.0,2.0,1.0
55,0.0,0.1,0.5,55.33125387660887,33.0,2.0,1.0
56,0.0,0.1,0.5,101.96468131710755,50.0,2.0,1.0
57,0.0,0.1,0.5,58.624434258490496,23.0,2.0,1.0
58,0.0,0.1,0.5,608.5244387273535,282.0,2.0,1.0
59,0.0,0.1,0.5,699.8364063661556,356.0,2.0,1.0
60,0.0,0.1,0.5,277.77955032157166,128.0,2.0,1.0
61,0.0,0.1,0.5,58.900779497495776,37.0,2.0,1.0
62,0.0,0.1,0.5,61.62329080641266,25.0,2.0,1.0
63,0.0,0.1,0.5,111.70887470268906,53.0,2.0,1.0
64,0.0,0.1,0.5,144.81443674550414,63.0,2.0,1.0
65,0.0,0.1,0.5,73.19626901592154,30.0,2.0,1.0
66,0.0,0.1,0.5,19.418699188355106,10.0,2.0,1.0
67,0.0,0.1,0.5,15.843455427030808,5.0,2.0,1.0
68,0.0,0.1,0.5,156.2622765179369,74.0,2.0,1.0
69,0.0,0.1,0.5,43.838120410575165,26.0,2.0,1.0
70,0.0,0.1,0.5,165.63428337337618,86.0,2.0,1.0
71,0.0,0.1,0.5,358.4379723725339,164.0,2.0,1.0
72,0.0,0.1,0.5,201.0140860568405,100.0,2.0,1.0
73,0.0,0.1,0.5,246.15074546737708,126.0,2.0,1.0
74,0.0,0.1,0.5,28.481231102431508,11.0,2.0,1.0
75,0.0,0.1,0.5,63.88124939382417,39.0,2.0,1.0
76,0.0,0.1,0.5,379.6328077534928,185.0,2.0,1.0
77,0.0,0.1,0.5,67.57647318445323,23.0,2.0,1.0
78,0.0,0.1,0.5,146.74022489087102,78.0,2.0,1.0
